01,02,03,04,05
-5.062372598285404,-5.136900629051994,-5.212013415670158,-5.287710958139893,-5.363993256461201
-5.441819242346119,-5.527575651325641,-5.614074166434516,-5.701314787672747,-5.789297515040331
-4.5717494844394455,-4.614737392200976,-4.657725299962505,-4.700713207724035,-4.743701115485565
-4.702621805268526,-4.746832027537255,-4.791042249805983,-4.8352524720747105,-4.879462694343439
-4.762810498628973,-4.807241113602414,-4.851671728575856,-4.896102343549297,-4.940532958522739
-4.865906773022887,-4.911139927796882,-4.956373082570877,-5.001606237344872,-5.0468393921188675
-5.008172543493697,-5.054722287354488,-5.101272031215278,-5.147821775076069,-5.194371518936859
-5.079529276912182,-5.126412896810089,-5.173296516707994,-5.2201801366059,-5.2670637565038065
-5.085635992905593,-5.131975194860849,-5.178314396816105,-5.2246535987713605,-5.270992800726616
-5.135312010437187,-5.1816954086252425,-5.228078806813297,-5.2744622050013525,-5.320845603189407
-5.224960197604712,-5.27191212127213,-5.318864044939548,-5.365815968606965,-5.412767892274382
-5.250607807796873,-5.29728196988052,-5.343956131964166,-5.390630294047812,-5.437304456131458
-5.217280523382305,-5.262919737904525,-5.308558952426746,-5.354198166948966,-5.399837381471187
-5.131440556666624,-5.1753919768212215,-5.219343396975818,-5.263294817130414,-5.30724623728501
-4.999065061800506,-5.040770279215985,-5.082475496631464,-5.124180714046943,-5.165885931462422
0.30331887341242325,0.8390429985824785,1.4085799004607966,2.0130188801275817,2.6534646412894123
1.8731455237385886,2.534458296435278,3.2355187758333477,3.977578405834306,4.761906026964907
9.993934447498605,12.101386661517639,14.386772397067586,16.859234897723468,19.528192496189874
12.398321389386997,14.722121556646446,17.236041639994458,19.94965246156962,22.87280820055738
13.456608698622423,15.808215463652877,18.34675578853939,21.081449418605608,24.021784645724516
14.84000403603384,17.255419923783833,19.857387530286914,22.65492121671534,25.657293645203648
16.444285664907923,18.943974621415002,21.631315431748753,24.51519301438266,27.604742753623675
18.152894333624584,20.741320137917622,23.518687563182763,26.493762624242528,29.675554427083092
19.871802643579116,22.541349906758235,25.4003889904264,28.45753236911733,31.72162739288099
21.526236209304134,24.26043737188191,27.18330224425801,30.30322572654864,33.628827730732375
21.94143435827339,24.58143828951052,27.39727073474579,30.396541465906278,33.58705964322833
21.35012868673074,23.775012924443732,26.354211563906084,29.09415795200979,32.00144882193374
18.95999524533765,20.59105412978152,22.273732224686434,24.006511083612615,25.78764746281987
12.539054582926118,11.17151144902975,9.308138100702585,6.886451156903563,3.8392559741194265
9.884762034736344,7.724385830067747,4.964025032636233,1.5325274547994763,-2.6464557435459657
6.272414284950744,3.1799394559959513,-0.6299084829654209,-5.237837655756898,-10.73028049214198
2.022623209901404,-2.049573951221186,-6.956095409441032,-12.786766090886074,-19.637617550042513
-2.604902368358621,-7.6361942683741315,-13.608740725203132,-20.620162978896595,-28.77467052720195
-5.228435598816983,-10.664761229649287,-17.067006228822986,-24.532647993064234,-33.1656134648361
-6.291404892546225,-11.728157880317504,-18.09793285624297,-25.492711110827354,-34.010446199687834
-8.261546776273175,-13.872612082656804,-20.406992576722065,-27.953389781923097,-36.606150133678824
-6.9994414175646025,-9.506585006075259,-11.904378021394827,-14.087130669885887,-15.930088826256476
-7.357807029342203,-8.905439564411719,-10.04760343543202,-10.630488398067317,-10.476023283197177
-5.976182369755403,-5.971395309987287,-5.152468718405544,-3.302724299883229,-0.17460528828260813
-3.41691939812004,-1.6080367712794335,1.449900924607821,6.037273189476622,12.471795476050072
-2.655629521086885,0.00044235149171001353,4.0980513251634925,9.941787058343525,17.87551109213005
-0.6741356098184781,3.1672953084857234,8.699256621804611,16.257366193998593,26.21907980003777
2.085013456660546,7.210047278752532,14.273598490633058,23.64022023295216,35.718519945426834
5.2142877320627345,11.53482583183438,19.999653584721315,30.994162421288685,44.94903884628286
8.40852445825269,15.720763136942926,25.318247859257063,37.59617219332259,52.99501642127222
11.446181502344649,19.48290829955817,29.871573489816313,43.005284970959444,59.32113850652603
16.075081777193304,20.91381946514167,25.97024137500501,30.99469215229458,35.655402072526435
18.407450137757994,21.79006586701827,24.588789362431818,26.350320969555778,26.505364523703722
20.167774882175273,21.896972724476363,22.239216660693412,20.548744352901117,16.03319453232904
21.334637031656698,21.3108334404453,19.13558420417923,13.990754770831511,4.885631838009154
21.91889616805226,20.134528029293918,15.506337208211884,7.070717296000211,-6.328945147205829
21.955566397550992,18.483601424390642,11.57320982119241,0.14676090324139324,-17.080745372406387
20.29687652180465,14.52381240261808,4.594770025026801,-10.698712433537974,-32.78852116500924
17.46144514263891,9.352885143723661,-3.5483039845245976,-22.553301827349646,-49.20736490456319
13.825823837915804,3.66378784135053,-11.748439289668678,-33.777151941333386,-64.02517802148033
9.706421224151875,-2.04860016624524,-19.28925840451004,-43.38290807675065,-75.92706290196894
5.361345551153212,-7.446272000425044,-25.746716466336306,-50.85618972228582,-84.30652535677899
-7.344297342061907,-11.676764093821806,-13.866070887031775,-12.25926058749138,-4.662406118808491
-11.729264212192845,-13.982593008488479,-12.469579402144841,-5.0051907085506215,11.24995338576283
-15.669812042689056,-16.176419391369507,-11.662777228839236,0.4342873923734949,23.405326123766972
-19.141624184628473,-18.113100827480494,-11.09416582555944,4.736512288360622,32.96948253961887
-20.684902476874623,-16.635081881351837,-5.119139211165102,17.059885814956782,53.930991150261605
-21.75297485160551,-16.042801632422872,-2.2785940673364244,22.810797113383646,63.32174987941417
-22.50586168149367,-15.948259913685911,-1.2769976693844018,24.67787367461743,65.8654082328814
-21.483503300576853,-12.88092855381148,4.323221709493339,33.3096050202613,78.01496477983633
-20.42772198146412,-11.361623326588067,5.919657485667498,34.33785133204551,77.48996191632212
-11.100870085800114,-4.111721558282369,6.689426710985174,22.010341017485757,42.55782104999885
-7.232255269652825,-1.6248460718962079,5.739940839841843,14.64403835640912,24.609525581434163
-2.8936612440547194,2.4075229679191423,8.159972107564649,13.523982842830002,17.22664777506172
0.8450684629141136,4.113044073004552,5.6938873970820225,3.885838562257838,-3.669225551235101
3.478283819191674,4.0716661810156864,0.7643751355611741,-8.969551640709568,-28.514648935083535
6.161391139641417,6.035971371991309,1.1190494014599466,-11.441258727383097,-35.42744596205774
9.273302232748655,9.18338432893816,3.90985917028938,-9.533863719827892,-35.08658977392126
16.465681180800487,15.206009783135611,6.134479142001625,-15.09596364975319,-54.22627765656273
10.117012371694944,8.430289899639252,3.1575780453117517,-6.80361194828777,-22.58796881971529
8.788611334239413,7.0917929013329974,3.4175215446044476,-2.1702819288845774,-9.17894206702885
7.374001176906322,6.203301176448196,4.998602434611836,5.078022032264986,8.654381633118508
6.2797691122116674,5.682764126710957,6.821396102361291,12.105589340268644,25.23138769892539
5.500007930469234,5.320610671987495,8.31628715572651,17.762891114446937,38.52053912018383
4.630198390195904,3.051271095585335,4.587098747721807,12.66327877095176,32.34794652434232
2.52679690987177,0.8591750255161372,3.417700405645885,14.282404573046335,39.38418499212162
-0.06593499550648829,-2.7527092726863813,-0.8870285335408816,9.869968032686932,35.77946028942351
-3.7896838063388305,-7.418488888682914,-6.051944953376678,4.929963830639538,32.13824808415264
-8.516215499965167,-12.610298728385061,-10.925839185667414,1.5431324938986162,31.883943065030504
-13.817360738889294,-17.785961894132214,-14.905704851089181,0.2754547459117429,35.38504117252347
-18.73668992704632,-20.067534713141917,-12.003278642329725,11.884548672592127,60.43736390334395
-15.145224011377096,-15.301407635330584,-9.619854270223833,4.945116772038958,32.207623086250635
-14.97153888674271,-12.481308014144862,-3.9617665159185655,12.975836649298948,41.07168168730047
-12.177514194754764,-7.017353055571057,3.5874404344156368,20.901272041017222,45.95737657636581
-6.741372006967769,0.3408079822344945,11.044938393551238,24.883021900443325,40.35048721830417
0.6380059145336467,6.86009917020586,12.32639851748393,13.628446354336266,5.1896791568709695
6.924969084766502,11.118647116390765,10.057705908107472,-2.3634135603083237,-35.42123441324528
10.984638886899258,12.87053691099802,5.911434633014363,-17.95274207696415,-70.62154808443074
15.631439123326826,17.676316122706854,8.099955059103705,-23.347235700637754,-91.7500924059321
10.830604957620686,9.90110609225567,0.7028432598692156,-22.31607717505693,-66.62709064341338
-7.515531667721191,-16.60019714239784,-17.9032249488954,4.018019498787247,76.207168355203
-9.446543635877156,-19.549669018473445,-20.87451730436323,3.1118267985232606,81.00328539997622
-12.957684285689801,-22.57191231802566,-20.284392067159963,12.816064801496381,108.69773844166195
-3.423703245494451,-5.930454478189425,-3.720815403739941,10.346024685739621,48.21732216380451
-11.990747709231897,-20.07422854760506,-16.026959344275262,17.765204745839526,110.52615400655088
-11.77966765447013,-18.902053696960728,-13.571730656849557,21.233047535732915,113.42323485325315
-10.921453067154594,-16.58777209347653,-9.56876968522771,26.288276214468233,117.12269920999246
6.764089900121888,15.916988487337846,19.811849161433898,2.999672081799062,-64.21492571334582
7.84197071802096,17.860204396861178,21.945140522376022,3.3024212887157347,-70.01758845294191
8.780218967760398,19.902182827648012,24.949119824202207,6.382482747379889,-69.00304342187246
10.763393464905015,23.050868248138634,28.5164769230717,8.381678583397118,-72.51945774688522
13.560864365824457,26.716689681197593,31.76082637574457,8.434162868537257,-80.64466109486273
17.63732686910471,30.199836497178055,31.173912690505276,-2.627539150745001,-112.8817363248012
17.63088068770849,29.21735879324512,29.29936306693672,-4.285087433841639,-111.08064621425484
16.76521197117006,27.601619344740485,27.93360678781429,-2.509023500815296,-99.75279174490822
16.309562641241758,26.590996098519685,27.157403606977116,-0.629070863290135,-89.70566062484298
17.29295115070257,26.219849979788393,24.188381021424256,-7.4866143276893204,-101.25352103141189
12.744980053475416,17.30325927008818,15.172732460029568,-3.9984829497978076,-57.64899247643575
10.523819794493274,13.610092969425573,12.088888531329761,-0.6516024956138118,-35.30287632487048
10.004445493077892,11.340823760235313,8.088384041465638,-4.734225464957962,-34.51907341146611
8.398322843212366,7.541755760031606,2.5493568379959193,-9.335160504479628,-31.248696486650356
5.365997640122352,2.195536723311598,-3.8362574062745907,-12.464864202832025,-21.357886228624103
1.3419430421105858,-3.922025006349884,-10.188458731771945,-13.817399902182345,-6.555148168633764
-3.059133399558842,-9.987271213727734,-15.860472951888863,-13.802958403454948,9.997794773717775
-7.318756906773643,-15.415973455975937,-20.524676028809942,-13.009036774800798,25.606680287512958
-11.097821421265618,-19.913675335585648,-24.126706207414184,-11.967859598954835,38.585926194352794
-13.826085182171617,-19.505270809837505,-18.848950534605116,-0.7444833790473453,54.760907404979896
-15.122215062584932,-22.351073147765053,-21.691892118669113,1.5696522820040606,74.03690570062187
-13.805034248518947,-16.43767743405021,-12.033217034385668,9.075901498075016,63.30782762236224
-8.791636870502682,-8.367274023702887,-5.072728645530592,3.6529556724871917,21.38771609475131
-6.646210427198046,-4.32256892423813,0.32138357985723687,7.83357971266776,17.800686960403578
-2.151018924189735,1.264637045228369,3.6397315289297545,0.7591333349046536,-16.22146353818369
